cdf,request_preemption_time,replica
0.02,0.0,2
0.03,0.0,2
0.04,0.0,2
0.05,0.0,2
0.06,0.0,2
0.07,0.0,2
0.08,0.0,2
0.09,0.0,2
0.1,0.0,2
0.11,0.0,2
0.12,0.0,2
0.13,0.0,2
0.14,0.0,2
0.15,0.0,2
0.16,0.0,2
0.17,0.0,2
0.18,0.0,2
0.19,0.0,2
0.2,0.0,2
0.21,0.0,2
0.22,0.0,2
0.23,0.0,2
0.24,0.0,2
0.25,0.0,2
0.26,0.0,2
0.27,0.0,2
0.28,0.0,2
0.29,0.0,2
0.3,0.0,2
0.31,0.0,2
0.32,0.0,2
0.33,0.0,2
0.34,0.0,2
0.35000000000000003,0.0,2
0.36,0.0,2
0.37,0.0,2
0.38,0.0,2
0.39,0.0,2
0.4,0.0,2
0.41000000000000003,0.0,2
0.42,0.0,2
0.43,0.0,2
0.44,0.0,2
0.45,0.0,2
0.46,0.0,2
0.47000000000000003,0.0,2
0.48,0.0,2
0.49,0.0,2
0.5,0.0,2
0.51,0.0,2
0.52,0.0,2
0.53,0.0,2
0.54,0.0,2
0.55,0.0,2
0.56,0.0,2
0.5700000000000001,0.0,2
0.58,0.0,2
0.59,0.0,2
0.6,0.0,2
0.61,0.0,2
0.62,0.0,2
0.63,0.0,2
0.64,0.0,2
0.65,0.0,2
0.66,0.0,2
0.67,0.0,2
0.68,0.0,2
0.6900000000000001,0.0,2
0.7000000000000001,0.0,2
0.71,0.0,2
0.72,0.0,2
0.73,0.0,2
0.74,0.0,2
0.75,0.0,2
0.76,0.0,2
0.77,0.0,2
0.78,0.0,2
0.79,0.0,2
0.8,0.0,2
0.81,0.0,2
0.8200000000000001,0.0,2
0.8300000000000001,0.0,2
0.84,0.0,2
0.85,0.0,2
0.86,0.0,2
0.87,0.0,2
0.88,0.0,2
0.89,0.0,2
0.9,0.0,2
0.91,0.0,2
0.92,0.0,2
0.93,0.0,2
0.9400000000000001,0.0,2
0.9500000000000001,0.0,2
0.96,0.0,2
0.97,0.0,2
0.98,0.0,2
0.99,0.0,2
1.0,0.0,2
0.0,0.0,3
0.01,0.0,3
0.02,0.0,3
0.03,0.0,3
0.04,0.0,3
0.05,0.0,3
0.06,0.0,3
0.07,0.0,3
0.08,0.0,3
0.09,0.0,3
0.1,0.0,3
0.11,0.0,3
0.12,0.0,3
0.13,0.0,3
0.14,0.0,3
0.15,0.0,3
0.16,0.0,3
0.17,0.0,3
0.18,0.0,3
0.19,0.0,3
0.2,0.0,3
0.21,0.0,3
0.22,0.0,3
0.23,0.0,3
0.24,0.0,3
0.25,0.0,3
0.26,0.0,3
0.27,0.0,3
0.28,0.0,3
0.29,0.0,3
0.3,0.0,3
0.31,0.0,3
0.32,0.0,3
0.33,0.0,3
0.34,0.0,3
0.35000000000000003,0.0,3
0.36,0.0,3
0.37,0.0,3
0.38,0.0,3
0.39,0.0,3
0.4,0.0,3
0.41000000000000003,0.0,3
0.42,0.0,3
0.43,0.0,3
0.44,0.0,3
0.45,0.0,3
0.46,0.0,3
0.47000000000000003,0.0,3
0.48,0.0,3
0.49,0.0,3
0.5,0.0,3
0.51,0.0,3
0.52,0.0,3
0.53,0.0,3
0.54,0.0,3
0.55,0.0,3
0.56,0.0,3
0.5700000000000001,0.0,3
0.58,0.0,3
0.59,0.0,3
0.6,0.0,3
0.61,0.0,3
0.62,0.0,3
0.63,0.0,3
0.64,0.0,3
0.65,0.0,3
0.66,0.0,3
0.67,0.0,3
0.68,0.0,3
0.6900000000000001,0.0,3
0.7000000000000001,0.0,3
0.71,0.0,3
0.72,0.0,3
0.73,0.0,3
0.74,0.0,3
0.75,0.0,3
0.76,0.0,3
0.77,0.0,3
0.78,0.0,3
0.79,0.0,3
0.8,0.0,3
0.81,0.0,3
0.8200000000000001,0.0,3
0.8300000000000001,0.0,3
0.84,0.0,3
0.85,0.0,3
0.86,0.0,3
0.87,0.0,3
0.88,0.0,3
0.89,0.0,3
0.9,0.0,3
0.91,0.0,3
0.92,0.0,3
0.93,0.0,3
0.9400000000000001,0.0,3
0.9500000000000001,0.0,3
0.96,0.0,3
0.97,0.0,3
0.98,0.0,3
0.99,0.0,3
1.0,0.0,3
0.0,0.0,4
0.01,0.0,4
0.02,0.0,4
0.03,0.0,4
0.04,0.0,4
0.05,0.0,4
0.06,0.0,4
0.07,0.0,4
0.08,0.0,4
0.09,0.0,4
0.1,0.0,4
0.11,0.0,4
0.12,0.0,4
0.13,0.0,4
0.14,0.0,4
0.15,0.0,4
0.16,0.0,4
0.17,0.0,4
0.18,0.0,4
0.19,0.0,4
0.2,0.0,4
0.21,0.0,4
0.22,0.0,4
0.23,0.0,4
0.24,0.0,4
0.25,0.0,4
0.26,0.0,4
0.27,0.0,4
0.28,0.0,4
0.29,0.0,4
0.3,0.0,4
0.31,0.0,4
0.32,0.0,4
0.33,0.0,4
0.34,0.0,4
0.35000000000000003,0.0,4
0.36,0.0,4
0.37,0.0,4
0.38,0.0,4
0.39,0.0,4
0.4,0.0,4
0.41000000000000003,0.0,4
0.42,0.0,4
0.43,0.0,4
0.44,0.0,4
0.45,0.0,4
0.46,0.0,4
0.47000000000000003,0.0,4
0.48,0.0,4
0.49,0.0,4
0.5,0.0,4
0.51,0.0,4
0.52,0.0,4
0.53,0.0,4
0.54,0.0,4
0.55,0.0,4
0.56,0.0,4
0.5700000000000001,0.0,4
0.58,0.0,4
0.59,0.0,4
0.6,0.0,4
0.61,0.0,4
0.62,0.0,4
0.63,0.0,4
0.64,0.0,4
0.65,0.0,4
0.66,0.0,4
0.67,0.0,4
0.68,0.0,4
0.6900000000000001,0.0,4
0.7000000000000001,0.0,4
0.71,0.0,4
0.72,0.0,4
0.73,0.0,4
0.74,0.0,4
0.75,0.0,4
0.76,0.0,4
0.77,0.0,4
0.78,0.0,4
0.79,0.0,4
0.8,0.0,4
0.81,0.0,4
0.8200000000000001,0.0,4
0.8300000000000001,0.0,4
0.84,0.0,4
0.85,0.0,4
0.86,0.0,4
0.87,0.0,4
0.88,0.0,4
0.89,0.0,4
0.9,0.0,4
0.91,0.0,4
0.92,0.0,4
0.93,0.0,4
0.9400000000000001,0.0,4
0.9500000000000001,0.0,4
0.96,0.0,4
0.97,0.0,4
0.98,0.0,4
0.99,0.0,4
1.0,0.0,4
0.0,0.0,5
0.01,0.0,5
0.02,0.0,5
0.03,0.0,5
0.04,0.0,5
0.05,0.0,5
0.06,0.0,5
0.07,0.0,5
0.08,0.0,5
0.09,0.0,5
0.1,0.0,5
0.11,0.0,5
0.12,0.0,5
0.13,0.0,5
0.14,0.0,5
0.15,0.0,5
0.16,0.0,5
0.17,0.0,5
0.18,0.0,5
0.19,0.0,5
0.2,0.0,5
0.21,0.0,5
0.22,0.0,5
0.23,0.0,5
0.24,0.0,5
0.25,0.0,5
0.26,0.0,5
0.27,0.0,5
0.28,0.0,5
0.29,0.0,5
0.3,0.0,5
0.31,0.0,5
0.32,0.0,5
0.33,0.0,5
0.34,0.0,5
0.35000000000000003,0.0,5
0.36,0.0,5
0.37,0.0,5
0.38,0.0,5
0.39,0.0,5
0.4,0.0,5
0.41000000000000003,0.0,5
0.42,0.0,5
0.43,0.0,5
0.44,0.0,5
0.45,0.0,5
0.46,0.0,5
0.47000000000000003,0.0,5
0.48,0.0,5
0.49,0.0,5
0.5,0.0,5
0.51,0.0,5
0.52,0.0,5
0.53,0.0,5
0.54,0.0,5
0.55,0.0,5
0.56,0.0,5
0.5700000000000001,0.0,5
0.58,0.0,5
0.59,0.0,5
0.6,0.0,5
0.61,0.0,5
0.62,0.0,5
0.63,0.0,5
0.64,0.0,5
0.65,0.0,5
0.66,0.0,5
0.67,0.0,5
0.68,0.0,5
0.6900000000000001,0.0,5
0.7000000000000001,0.0,5
0.71,0.0,5
0.72,0.0,5
0.73,0.0,5
0.74,0.0,5
0.75,0.0,5
0.76,0.0,5
0.77,0.0,5
0.78,0.0,5
0.79,0.0,5
0.8,0.0,5
0.81,0.0,5
0.8200000000000001,0.0,5
0.8300000000000001,0.0,5
0.84,0.0,5
0.85,0.0,5
0.86,0.0,5
0.87,0.0,5
0.88,0.0,5
0.89,0.0,5
0.9,0.0,5
0.91,0.0,5
0.92,0.0,5
0.93,0.0,5
0.9400000000000001,0.0,5
0.9500000000000001,0.0,5
0.96,0.0,5
0.97,0.0,5
0.98,0.0,5
0.99,0.0,5
1.0,0.0,5
0.0,0.0,6
0.01,0.0,6
0.02,0.0,6
0.03,0.0,6
0.04,0.0,6
0.05,0.0,6
0.06,0.0,6
0.07,0.0,6
0.08,0.0,6
0.09,0.0,6
0.1,0.0,6
0.11,0.0,6
0.12,0.0,6
0.13,0.0,6
0.14,0.0,6
0.15,0.0,6
0.16,0.0,6
0.17,0.0,6
0.18,0.0,6
0.19,0.0,6
0.2,0.0,6
0.21,0.0,6
0.22,0.0,6
0.23,0.0,6
0.24,0.0,6
0.25,0.0,6
0.26,0.0,6
0.27,0.0,6
0.28,0.0,6
0.29,0.0,6
0.3,0.0,6
0.31,0.0,6
0.32,0.0,6
0.33,0.0,6
0.34,0.0,6
0.35000000000000003,0.0,6
0.36,0.0,6
0.37,0.0,6
0.38,0.0,6
0.39,0.0,6
0.4,0.0,6
0.41000000000000003,0.0,6
0.42,0.0,6
0.43,0.0,6
0.44,0.0,6
0.45,0.0,6
0.46,0.0,6
0.47000000000000003,0.0,6
0.48,0.0,6
0.49,0.0,6
0.5,0.0,6
0.51,0.0,6
0.52,0.0,6
0.53,0.0,6
0.54,0.0,6
0.55,0.0,6
0.56,0.0,6
0.5700000000000001,0.0,6
0.58,0.0,6
0.59,0.0,6
0.6,0.0,6
0.61,0.0,6
0.62,0.0,6
0.63,0.0,6
0.64,0.0,6
0.65,0.0,6
0.66,0.0,6
0.67,0.0,6
0.68,0.0,6
0.6900000000000001,0.0,6
0.7000000000000001,0.0,6
0.71,0.0,6
0.72,0.0,6
0.73,0.0,6
0.74,0.0,6
0.75,0.0,6
0.76,0.0,6
0.77,0.0,6
0.78,0.0,6
0.79,0.0,6
0.8,0.0,6
0.81,0.0,6
0.8200000000000001,0.0,6
0.8300000000000001,0.0,6
0.84,0.0,6
0.85,0.0,6
0.86,0.0,6
0.87,0.0,6
0.88,0.0,6
0.89,0.0,6
0.9,0.0,6
0.91,0.0,6
0.92,0.0,6
0.93,0.0,6
0.9400000000000001,0.0,6
0.9500000000000001,0.0,6
0.96,0.0,6
0.97,0.0,6
0.98,0.0,6
0.99,0.0,6
1.0,0.0,6
0.0,0.0,7
0.01,0.0,7
0.02,0.0,7
0.03,0.0,7
0.04,0.0,7
0.05,0.0,7
0.06,0.0,7
0.07,0.0,7
0.08,0.0,7
0.09,0.0,7
0.1,0.0,7
0.11,0.0,7
0.12,0.0,7
0.13,0.0,7
0.14,0.0,7
0.15,0.0,7
0.16,0.0,7
0.17,0.0,7
0.18,0.0,7
0.19,0.0,7
0.2,0.0,7
0.21,0.0,7
0.22,0.0,7
0.23,0.0,7
0.24,0.0,7
0.25,0.0,7
0.26,0.0,7
0.27,0.0,7
0.28,0.0,7
0.29,0.0,7
0.3,0.0,7
0.31,0.0,7
0.32,0.0,7
0.33,0.0,7
0.34,0.0,7
0.35000000000000003,0.0,7
0.36,0.0,7
0.37,0.0,7
0.38,0.0,7
0.39,0.0,7
0.4,0.0,7
0.41000000000000003,0.0,7
0.42,0.0,7
0.43,0.0,7
0.44,0.0,7
0.45,0.0,7
0.46,0.0,7
0.47000000000000003,0.0,7
0.48,0.0,7
0.49,0.0,7
0.5,0.0,7
0.51,0.0,7
0.52,0.0,7
0.53,0.0,7
0.54,0.0,7
0.55,0.0,7
0.56,0.0,7
0.5700000000000001,0.0,7
0.58,0.0,7
0.59,0.0,7
0.6,0.0,7
0.61,0.0,7
0.62,0.0,7
0.63,0.0,7
0.64,0.0,7
0.65,0.0,7
0.66,0.0,7
0.67,0.0,7
0.68,0.0,7
0.6900000000000001,0.0,7
0.7000000000000001,0.0,7
0.71,0.0,7
0.72,0.0,7
0.73,0.0,7
0.74,0.0,7
0.75,0.0,7
0.76,0.0,7
0.77,0.0,7
0.78,0.0,7
0.79,0.0,7
0.8,0.0,7
0.81,0.0,7
0.8200000000000001,0.0,7
0.8300000000000001,0.0,7
0.84,0.0,7
0.85,0.0,7
0.86,0.0,7
0.87,0.0,7
0.88,0.0,7
0.89,0.0,7
0.9,0.0,7
0.91,0.0,7
0.92,0.0,7
0.93,0.0,7
0.9400000000000001,0.0,7
0.9500000000000001,0.0,7
0.96,0.0,7
0.97,0.0,7
0.98,0.0,7
0.99,0.0,7
1.0,0.0,7
